"pmid","article_title","journal_issue_id"
"17597","Mechanistic features of the D-amino acid oxidase reaction studied by double stopped flow spectrophotometry.",7454
"17598","Steady state kinetics of energy-dependent Ca2+ uptake in rat liver mitochondria.",7454
"17599","Studies on sulfhydryl group modification of mitochondrial pyridine dinucleotide transhydrogenase.",7454
"17600","Circular dichroic and perturbation spectra of aromatic chromophores in rabbit tropomyosin. Topography of tyrosine residues.",7454
"17601","Subunit structure of chloroplast photosystem I reaction center.",7454
"17602","Effect of exogenous ATP on the permeability properties of transformed cultures of mouse cell lines.",7454
"17603","Bovine thioredoxin system. Purification of thioredoxin reductase from calf liver and thymus and studies of its function in disulfide reduction.",7454
"17604","Angiotensin homologs and analogs as inhibitors of rabbit pulmonary angiotensin-converting enzyme.",7454
"17605","Purification and properties of tRNA(adenine-1)-methyltransferase from rat liver.",7455
"17606","PZ-peptidase from chick embryos. Purification, properties, and action on collagen peptides.",7455
"17607","Studies on cobalt myoglobins and hemoglobins. Interaction of sperm whale myoglobin and Glycera hemoglobin with molecular oxygen.",7455
"17608","Lipid A mutants of Salmonella typhimurium. Purification and characterization of a lipid A precursor produced by a mutant in 3-deoxy-D-mannooctulosonate-8-phosphate synthetase.",7455
"17609","Role of coenzyme in aminotransferase turnover.",7455
"17610","Titration behavior and tautomeric states of individual histidine residues of myoglobins. Application of natural abundance carbon 13 nuclear magnetic resonance spectroscopy.",7455
"17611","In vitro reconstitution of demolybdosulfite oxidase by molybdate.",7455
"17612","De novo alanine synthesis in isolated oxygen-deprived rabbit myocardium.",7455
"17613","Multiple forms of human 4-hydroxyphenylpyruvate dioxygenase (II).",7455
"17614","Adenosine 3':5'-monophosphate-regulated phosphoprotein system of neuronal membranes. II. Solubilization, purification, and some properties of an endogenous adenosine 3':5'-monophosphate-dependent protein kinase.",7455
"17615","Lacerations of the flexor hallucis longus in the young athlete.",7456
"17616","Effects of cytosine arabinoside on differential gene expression in embryonic neural retina. II. Immunochemical studies on the accumulation of glutamine synthetase.",7457
"17617","Improved isolation technique for bonding.",7458
"17618","Modulation of in vitro erythropoiesis. The influence of beta-adrenergic agonists on erythroid colony formation.",7459
"17619","Effect of ascorbic acid on arylsulfatase activities and sulfated proteoglycan metabolism in chondrocyte cultures.",7459
"17620","Studies on the mechanism of ristocetin-induced platelet agglutination. Effects of structural modification of ristocetin and vancomycin.",7460
"17621","Stabilization of factor VIII in plasma by the von Willebrand factor. Studies on posttransfusion and dissociated factor VIII and in patients with von Willebrand's disease.",7460
"17622","Kinetics and mechanism of carbon-8 methylation of purine bases and nucleosides by methyl radical.",7461
"17623","Central neurotransmitter substances and aging: a review.",7462
"17624","Contemporay drugs in the management of anxiety.",7463
"17625","Prescribing by physicians assistants.",7464
"17626","The hydrolysis of Zectran in buffered and natural waters.",7465
"17636","Diet and dental caries-a review.",7466
"17637","Interactions of C-reactive protein with the first component of human complement.",7467
"17638","Hydrolysis of a synthetic amide substrate by human C1 esterase (C1s).",7467
"17639","Immunofixation after electrofocusing: improved method for specific detection of serum proteins with determination of isoelectric points. I. Immunofixation print technique for detection of alpha-1-protease inhibitor.",7468
"17640","Autonomic neuroeffector junctions--reflex vasodilatation of the skin.",7469
"17641","The Haarscheibe.",7469
"17642","Factors which influence blood platelet migration.",7470
"17643","Intestinal absorption of alpha-tocopherol in the unanesthetized rat. The influence of luminal constituents on the absorptive process.",7470
"17644","The defect of uric acid metabolism in Eck-fistula rats.",7470
"17645","Conference on inflammation. Rationale of the conference on inflammation.",7471
"17646","Conference on inflammation. Introductory remarks.",7471
"17647","Induction of specific tissue transplantation tolerance using fractionated total lymphoid irradiation in adult mice: long-term survival of allogeneic bone marrow and skin grafts.",7472
"17648","The phosphoenol-pyruvate branchpoint in adult Hymenolepis diminuta (Cestoda): a study of pyruvate kinase and phosphoenol-pyruvate carboxykinase.",7473
"17649","Activities of anaplerotic enzymes and acetyl coenzyme A carboxylase in biotin-deficient Bacillus megaterium.",7474
"17650","The biosynthesis of a choline nucleotide by a cell-free extract from Streptococcus pneumoniae.",7474
"17651","The search for the psyche in drug dependence. A 35-year retrospective survey.",7475
"17652","Neurophysiological mechanisms involved in photo-entrainment of the circadian rhythm from the Aplysia eye.",7476
"17653","Developmental changes in the brain levels of neurotransmitters as influenced by maternal ethanol consumption in the rat.",7477
"17654","Biological effects of feeding graded levels of alkali treated soybean protein containing lysinoalanine (N epsilon-2-/carboxyethyl/-L-lysine) in Sprague-Dawley and Wistar rats.",7478
"17655","Displacement reactions of cyclic sulfites and phosphates by salts of weak acids applicable to the synthesis of phospholipids and other natural substances.",7479
"17656","Hashish.1 Synthesis of (+/-)-delta1-and delta 6-3,4-cis-cannabidiols and their isomerization by acid catalysis.",7480
"17657","Base-catalyzed reactions of 1,3-disubstituted uracils.",7480
"17658","Nucleophile and borate reactivity with nicotinamide adenine dinucleotide and its analogues.",7480
"17659","Childhood pheochromocytoma: treatment with alpha methyl tyrosine for resistant hypertension.",7481
"17660","hCG test before surgery for bilateral cryptorchidism?",7481
"17661","A syndrome of childhood polyarteritis.",7481
"17662","Necrotizing arteritis in acute poststreptococcal glomerulonephritis: report of a recovered case.",7482
"17663","Studies in acid-base balance. I. Effect of alkali therapy in newborn dogs with mechanically fixed ventilation.",7482
"17665","Mullerian inhibiting substance in human testes after birth.",7483
"17666","The effect of some binding agents on the mechanical properties of granules and their compression characteristics.",7484
"17664","Extraocular muscle transplantation.",7485
"17667","Pharmaceutical suspensions: relation between zeta potential, sedimentation volume and suspension stability.",7484
"17668","The in vitro bioavailability of various drugs formulated as hard gelatin capsules.",7484
"17669","Phase equilibria and stability characteristics of chlorpropamide-urea solid dispersions.",7484
"17670","Derivatization to stabilize some aliphatic primary hydroxylamines for g.l.c. analysis.",7484
"17671","Caffeine-phenacetin interaction in the rat: effects on absorption, metabolism and locomotor activity.",7484
"17672","Carrageenan and thrombin trigger prostaglandin synthetase-independent aggregation of rabbit platelets: inhibition by phospholipase A2 inhibitors.",7484
"17673","The interaction between clonidine and various neuroleptic agents and some benzodiazepine tranquillizers.",7484
"17674","Paracetamol metabolism following overdosage: application of high performance liquid chromatography.",7484
"17675","Haloperidol attenuation of morphine abstinence: synergistic effect of acute lithium administration.",7484
"17676","Piperazic acid and related compounds as inhibitors of GABA uptake in rat brain slices.",7484
"17677","Blockade by mazindol of brain 5-HT depletion induced by p-chloromethamphetamine.",7484
"17678","The local anaesthetic activity of metiamide, a histamine H2- receptor antagonist.",7484
"17679","Influence of endosulfan on pentobarbitone sleeping time and blood and brain concentrations in male rats.",7484
"17680","The strength of tablets of mixed components.",7484
"17681","Crystal modification of methisazone by grinding.",7484
"17682","Comparison of retention of activity of soluble and insolubilized forms of trypsin in a simulated gastric medium.",7484
"17683","A note on the metabolism of Respilene in man.",7484
"17684","A new metabolite of amylobarbitone: 5-(3'-carboxy-butyl)- 5-ethylbarbituric acid.",7484
"17685","Hepatotoxicity of the condensation product of adrenaline with acetaldehyde.",7484
"17686","Convulsant activity of thiomalate; a possible metabolite of aurothiomalate.",7484
"17687","The enkephalins and opiates: structure-activity relations.",7486
"17688","Stereoselective drug distribution and anticoagulant potency of the enantiomers of phenprocoumon in rats.",7486
"17689","The effects of etilefrine on blood vessels in the rat tail.",7486
"17690","The effects of prostaglandins E1, E2, F1alpha and  F2alpha on guinea-pig ileal and colonic peristalis.",7486
"17691","The identification and analysis of mexiletine and its metabolic products in man.",7486
"17692","The decomposition of acidic and neutral cannabinoids in organic solvents.",7486
"17693","Application of orthogonal functions to the spectrophotometric determination of phenytoin in pharmaceutical preparations.",7486
"17694","The influence of additives on the presentation of a drug in hard gelatin capsules.",7486
"17695","The distribution of components in the different size fractions of granules prepared from binary mixtures.",7486
"17696","Conformation of parent tricyclic nucleus in depressant compounds: the X-ray structure of dibenz [b,f] oxepine.",7486
"17697","The effects of paracetamol on temperature and cardiovascular changes caused by pyrogenic contamination of chronically implanted arterial cannulae in the conscious, renal hypertensive cat.",7486
"17698","The effect of 6-hydroxydopamine on the antinociceptive action of analgesics in mice.",7486
"17699","A mixed isotope method for the study of gastric absorption of drugs.",7486
"17700","Noradrenaline supersensitivity of the mouse vas deferns after long-term treatment with morphine.",7486
"17701","Haloperidol inhibits contractions of the vas deferens.",7486
"17702","Binding of betamethasone and dexamethasone by collagen.",7486
"17703","Indomethacin in low concentration potentiates the actions of some spasmogens on the isolated oestrous rat uterus.",7486
"17704","Effect of (3',4'-dichloro-2(2-imidazolin-2-yl-thio)-acetophenone hydrobromide) (DITA) on pulmonary and systemic arterial blood pressure: a comparison with diethylpropion.",7486
"17705","Adsorption as a possible limitation in solubility determination.",7486
"17706","The stability of vitamin A acetate in aqueous cetomacrogol solutions: a spectroscopic study.",7486
"17707","Phosphonic analogues as antagonists of amino acid excitants.",7486
"17708","Desensitization to portrayals of real-life aggression as a function of exposure to television violence.",7487
"17709","[Polarography on 2',3'-isopropylideneadenosine (author's transl)].",7488
"17710","Determination of aqueous solubility and pKa values of estrogens.",7489
"17711","Acetylacroninium salts as soluble prodrugs of the antineoplastic agent acronine.",7489
"17712","Microencapsulation of phenobarbital by spray polycondensation.",7489
"17713","Quantitative analysis of degradation products in pilocarpine hydrochloride ophthalmic formulations.",7489
"17714","Determination of meclizine hydrochloride by ion-pair extraction with methyl orange.",7489
"17715","Recording pH method of characterizing composition and monitoring dissolution profile of an anhydride-acid copolymer and its salt derivatives.",7489
"17716","Systems approach to vaginal delivery of drugs IV: methodology for determination of membrane surface pH.",7490
"17717","Systems approach to vaginal delivery of drugs V: in situ vaginal absorption of 1-alkanoic acids.",7490
"17718","Kinetics and mechanisms of hydrolysis of 1,4-benzodiazepines III: nitrazepam.",7490
"17719","UV spectrophotometric determination of aminophylline, amobarbital, and ephedrine hydrochloride in an antiasthma capsule preparation.",7490
"17720","Stability of aqueous solutions of pirbuterol.",7490
"17721","Micellar distribution equilibria: ultracentrifugal study of apparent partition coefficients.",7490
"17722","Physicochemical properties of beta-lactam antibacterials: deuterium solvent isotope effect on penicillin G degradation rate.",7490
"17723","GI pharmacology of polyethyleneimine II: motor activity in anesthetized dogs.",7490
"17724","The role of calcium ions in accumulation of cyclic adenosine monophosphate elicited by alpha and beta adrenergic agonists in rat brain slices.",7491
"17725","Motility response to morphine and amphetamine during chronic inhibition of tyrosine hydroxylase or dopamine beta-hydroxylase.",7491
"17726","Stimulation of erythropoiesis by beta adrenergic agonists. I. Characterization of activity in polycythemic mice.",7491
"17727","Stimulation of erythropolesis by beta adrenergic agonists. II. Mechanism of action.",7491
"17728","The effects of haloperidol, chlorpromazine and propranolol on acute amphetamine poisoning in the conscious dog.",7491
"17729","Association of in vivo and in vitro propranolol levels in canine Purkinje fibers with antiarrhythmic effects.",7491
"17730","Regional myocardial blood flow during nicotine infusion: effects of beta adrenergic blockade, and acute coronary artery occlusion.",7491
"17731","The influence of [H+] on lung permeability to [51Cr] EDTA [proceedings].",7492
"17732","Detection of light-induced changes of intracellular ionized calcium concentration in Limulus ventral photoreceptors using arsenazo III.",7493
"17733","Regulation of cerebrospinal fluid bicarbonate by the cat choroid plexus.",7493
"17734","Surface potential reflected in both gating and permeation mechanisms of sodium and calcium channels of the tunicate egg cell membrane.",7493
"17735","Effects of prostaglandin antagonism on sodium arachidonate fever in rabbits.",7493
"17736","Kinetics of luminal acidification in cortical tubules of the rat kidney.",7494
"17737","Mechansims and components of renal tubular acidification.",7494
"17738","A mathematical model for counter-current multiplications in the swim-bladder.",7494
"17739","Contraction and recovery of living muscles studies by 31P nuclear magnetic resonance.",7494
"17740","Micro-electrode measurement of the intracellular pH and buffering power of mouse soleus muscle fibres.",7494
"17741","The effect of temperature on the potential difference and input resistance of rat seminiferous tubules.",7495
"17742","Hyperpolarizing effects of dopamine on chemoreceptor nerve endings from cat and rabbit carotid bodies in vitro.",7495
"17743","Interacting effects of temperature and extracellular calcium on the spontaneous release of transmitter at the frog neuromuscular junction.",7496
"17744","The effects on breathing of alternate breaths of air and a carbon dioxide rich gas mixture in anaesthetized cats.",7496
"17745","Further observations on an ether-O-oxidase, formerly called alkyl etherase, from liver tissue.",7496
"17746","5-Aryl-1,5-dihydro-2H-1,4-benzodiazepin-2-one derivatives as antianxiety agents.",7497
"17747","3,4-Methylenedioxyphenyl-, isopropylidenedioxyphenyl-, and benzyl-substituted chiral 2-aminosuccinimides and 3-aminopyrrolidines. Stereoselective investigations of potential anti-parkinsonian, antipsychotic, and anticonvulsant activities.",7497
"17748","A comparison of the antiserotonin, antihistamine, and anticholinergic activity of cyproheptadine with analogues having furan nuclei fused to the 10,11-vinylene bridge.",7497
"17749","Absolute configuration of glycerol derivatives. 4. Synthesis and pharmacological activity of chiral 2-alkylaminomethylbenzodioxans, competitive alpha-adrenergic antagonists.",7498
"17750","Synthesis and biological evaluation of a tetrahydroisoquinoline derivative possessing selective beta2-adrenergic agonist activity.",7498
"17751","Cyanoguanidine-thiourea equivalence in the development of the histamine H2-receptor antagonist, cimetidine.",7498
"17752","beta-Adrenoceptor blocking activity of halogenated thienylethanolamine derivatives.",7498
"17753","B/C-cis- and -trans-1,3,4,9,10,10a-Hexahydro-2H-10,4a-methanoiminoethanophenanthrene (homo- and homoisomorphinan) derivatives as analgesics.",7498
"17754","The use of behavioral checklists to assess physical examination skills.",7499
"17755","Ultrastructural features of osmotic shock in mussel gill cilia.",7500
"17756","Retro-umbilical ectopic testicle: report of a case.",7501
"17757","Complications of autonomic dysreflexia.",7502
"17758","Effect of urinary pH on renal excretion of drugs.",7503
"17759","Syrup of ipecac: the poison retriever.",7504
"17760","High-flow total body perfusion with severe hemodilution and normothermia in infants weighing less than 10 kg--safe limits of hemodilution in cardiopulmonary bypass in infants.",7505
"17761","[Profile: Miss Reiko Kojima who is in charge of the students making preparations for the ICN Students' Congress].",7506
"17762","Potassium and intracellular pH.",7507
"17763","Relationship of renal ammonia production and potassium homeostasis.",7507
"17764","[Schimmelbusch's disease--cystadenoma, adenosis (adenomatosis) of the breast].",7508
"17765","[General ether-air anesthesia].",7509
"17767","[Disseminated intravascular coagulation and microcirculation in patients with hemorrhagic fever accompanied by renal syndrome].",7510
"17766","Side effects and contraindications of beta-receptor blocking agents.",7511
"17768","[Special features of early phase of blood coagulation in hemorrhagic fever with renal syndrome].",7510
"17769","[Experience in treatment of patients with ischemic heart disease by means of beta adrenergic blocking agents].",7510
"17770","[Psychopharmacology in aviation and astronautics].",7512
"17771","[Psychoneurological requirements in evaluating the functional state of cosmonauts in flight].",7512
"17772","[Dynamic control of the atmospheric parameters of spacecraft].",7512
"17773","[Electrolyte content in the blood of animals and potassium ion transport in the erythrocytes under the action of a constant magnetic field].",7512
"17776","Interaction of copper ion with some food dyes.",7513
"17774","[Study of the nature of the associated microflora in the prolonged substrateless cultivation of beet plants].",7512
"17777","Tissue hydrogen ion concentration in ischemic muscle: effects of gradual and acute arterial occlusion with and without acute venous hypertension.",7514
"17775","[Protective reactions of the body in the breathing of increased carbon dioxide concentrations].",7512
"17778","[Open fractures of the skull].",7515
"17779","[The use of Goetze cerclage in the treatment of tibial fractures].",7515
"17780","[Habitual luxation of the ulnar nerve].",7515
"17781","[Diabetic osteoarthropathy of rare localization].",7515
"17782","[Thoracic injury and fat embolism].",7515
"17783","[Vascular injury associated with shoulder luxation].",7515
"17784","[15 years of anesthesia in hand surgery].",7515
"17785","[Corrective rotation osteotomy on the hand].",7515
"17786","[Primary internal fixation of open metacarpophalageal fractures].",7515
"17787","[Early surgery of the soft tissues in congenital clubfoot].",7515
"17788","[Management of mass injuries in railway accidents].",7515
"17789","[Hungarian-made titanium-polyamide knee joint prosthesis].",7515
"17790","[Surgical management of thoracic and thoraco-abdominal injuries].",7515
"17791","[Fracture-dislocation of the hip joint. II. Central luxation].",7515
"17792","[Pathological sagittal shifting of vertebral bodies].",7515
"17794","Drug utilization review in an HMO. I. Introduction and examples of methodology.",7516
"17795","[Effects and side effects of oral drugs used in common cold (author's transl)].",7517
"17793","The effect of mephobarbital and butobarbital on some physical characteristics of dogs saliva.",7518
"17796","Glutamic acid as a synpatic transmitter candidate in the dorsal sensory neuron: reconsiderations.",7519
"17797","Effect of chlorpromazine and other anti-psychotic drugs on mouse striatal tyramines.",7519
"17798","Pharmacological characterization of the dopamine-mediated accumulation of cyclic AMP in intact retina of rabbit.",7519
"17799","Functional significance of aromatic amino acid: aromatic keto acid aminotransferases in rat brain and liver: competition for tryptophan between aminotransferases and tryptophan hydroxylase in vitro.",7519
"17800","Selective beta-adrenoceptor antagonism of induced formation of 14C-N-acetylserotonin in rat pineal glands in organ culture.",7519
"17801","Sequential changes in ornithine decarboxylase thymidine kinase, and other enzyme activities in regenerating liver in rats on controlled feeding schedules.",7520
"17802","Seminal plasma gamma-glutamyltransferase activity and fertility.",7520
"17803","Bioactivation of carbon tetrachloride, chloroform and bromotrichloromethane: role of cytochrome P-450.",7520
"17804","Hydrolysis of cocaine in human plasma by cholinesterase.",7520
"17807","G- and C-bands in human chromosomes treated with snake venoms.",7521
"17806","The effect of cations on in vitro bilirubin uptake by the rat intestinal mucosa.",7522
"17805","Lophyrotomin, a new toxic octapeptide from the larvae of sawfly, Lophyrotoma interrupta.",7523
"17808","Alkaline ribonuclease inhibitor in human thyroid.",7524
"17809","Alcohol: its effect on the kidney.",7524
"17810","Induction of mammalian somatic cell hybridization by polyethylene glycol.",7525
"17811","Prevention of brain tissue hypoxia by intrathecal injection of oxygenated fluorocarbon.",7526
"17812","Effect of the diphosphonate ethane-I-hydroxy-I, I-diphosphonate (EHDP) on hemoglobin oxygen affinity of diabetic and healthy subjects.",7527
"17813","Hypoxia in skeletal muscle at rest and during the transition to steady work.",7527
"17814","Ion fluxes in hypoxic tissues.",7527
"17815","Heterogeneity of staphylococcal enterotoxin A on isoelectric focusing and disc electrophoresis.",7528
"17816","An analysis of factors influencing the isolation rate of herpes simplex virus.",7529
"17817","Human infection caused by penicillin-insensitive pneumococci.",7530
"17818","[Bromureide intoxication with acute renal failure and bilateral deep vein thrombosis (author's transl)].",7531
"17819","[Beta stimulants or anticholinergics as dosage aerosols?].",7532
"17820","[No simultaneous administration of beta blockaders and calcium antagonists].",7532
"17821","[A thin layer chromatographic test for drugs and medicines].",7533
"17822","[Method of isolating the peritrophic membrane and determining the periods of its formation and dissolution in blood-sucking mosquitoes].",7534
"17823","[Culicid fauna of the Central Tuva depression. Preliminary report].",7534
"17824","[Adaptation of the larvae of blood-sucking mosquitoes (Diptera, Culicidae) of different species to the types of water bodies in the environs of Izhevsk].",7534
"17825","[Current aspects of hyperphenylalaninemia].",7535
"17826","In vivo and in vitro studies of nitrate reductase regulation in Asperillus nidulans.",7536
"17827","Binding characteristics of a radiolabeled agonist and antagonist at central nervous system alpha noradrenergic receptors.",7537
"17828","Local anesthesia: the interaction between phospholipids and chlorpromazine, propranolol, and practolol.",7537
"17829","Binding of a conformationally restricted dopamine analogue, 2-amino-6,7-dihydroxy-1,2,3,4-tetrahydronaphthalene, to receptors on rat brain synaptic membranes.",7537
"17830","[Gamma glutamyl transferase and lipoprotein X in the serum during the 1st weeks of pregnancy. Follow-up study in low-birth-weight children].",7538
"17831","[Alcoholic embryopathy, a frequent intrauterine damage].",7538
"17832","Mutagenicity of 22 N-nitrosamides and related compounds for Salmonella typhimurium TA1535.",7539
"17833","Nitrosation in vitro and in vivo by sodium nitrite, and mutagenicity of nitrogenous pesticides.",7539
"17834","Regulation of respiration (third of three parts).",7540
"17835","Correlation between the X-ray structure of melanostatin and its conformation in solution.",7541
"17836","Activation of melanoma tyrosinase by a cyclic AMP-dependent protein kinase in a cell-free system.",7542
"17837","Properties of an identified histamine-containing neurone.",7542
"17838","Electrical responses of Stomotoca atra induced by an extract of Aequorea aequorea.",7543
"17839","[A patient with multiple endocrine adenomas].",7544
"17840","Fucosidosis. I. Clinical and enzymological studies.",7545
"17841","Bone marrow transplantation in acute leukemia.",7546
"17842","Pain relief for the child: problem areas and selected nonpharmacological methods.",7547
"17844","alpha-L-fucosidase in cultured skin fibroblasts from normal subjects and fucosidosis patients.",7548
"17845","Detection of gastroesophageal reflux in the pediatric-age patient by esophageal intraluminal pH probe measurement (Tuttle test).",7549
"17843","Challenges of pain management: one terminally ill adolescent.",7547
"17846","[Nicotinamide coenzyme level in erythrocytes in children with cerebral paralysis].",7550
"17847","[Diet instruction in preventive dental service of children].",7551
"17848","[The detection of soluble bacterial antigens studied in various pathological substances using counterimmunoelectrophoresis. Contribution to diagnosis(151 cases)].",7552
"17850","Care of the mouth and teeth. Part 3. infancy.",7553
"17851","[Changes in taste perception caused by some chemical substances].",7554
"17849","Behavior analysis for nursing of somatic disorders.",7555
"17852","[Structural thionucleosides in investigation of structure and function of transfer ribonucleic acids (author's transl)].",7556
"17853","An investigation of renal function in chronic bronchitis.",7557
"17854","Polyarteritis nodosa of the liver: a report of two cases.",7558
"17855","Limitations of present drug therapy of cardiac arrhythmias--a review.",7559
"17856","Variable pharmacokinetics of mexiletine.",7559
"17857","The distribution, metabolism and excretion of mexiletine in man.",7559
"17858","[Assessment of the mental load of flight managers and of perforating machine operators by means of measuring the residual mental capacity via the subsidiary task method].",7560
"17859","Electrophysiological differentiation of oxytocin- and vasopressin-secreting neurones.",7561
"17860","The anatomy and function of 'free' nerve endings in an amphibian skin sensory system.",7561
"17861","Changes in glial cells of the octopus brain after 6-hydroxydopamine administration.",7561
"17862","Suppression of transmitter release at the neuromuscular junction.",7561
"17863","Change in electrophoretic mobility associated with the shape change of human blood platelets.",7561
"17864","The effect of retinal-image movements on vision I. Step-movements and pulse-movements.",7562
"17865","Neuronal and behavioural responses in rats during noxious stimulation of the tail.",7562
"17866","Colour coding in the superior temporal sulcus of rhesus monkey visual cortex.",7562
"17867","The speed of passive dendritic conduction of synaptic potentials in a model montoneurone.",7562
"17868","Enhancement of human guanylate cyclase activity by chemical carcinogens.",7563
"17869","The anterior amygdala dopamine sensitive adenylate cyclase: point of action of antipsychotic drugs.",7564
"17870","The mechanism of water transport in membranes.",7565
"17871","Water relations in single cells.",7565
"17872","Non-equilibrium freezing behaviour of aqueous systems.",7565
"17873","Water transport and cell survival in cryobiological procedures.",7565
"17874","The organization and function of water in protein crystals.",7565
"17875","Solvation and conformational effects in aqueous solutions of biopolymer analogues.",7565
"17876","The dynamics of water in heterogeneous systems.",7565
"17877","Solvation interactions of proteins in solution.",7565
"17878","Theoretical approaches to the intermolecular nature of water.",7565
"17879","An anomaly in the response of the eye to light of short wavelengths.",7566
"17880","[Nursing integration].",7567
"17881","Stress-induced alterations of cyclic nucleotide levels in brain: effects of centrally acting drugs.",7568
"17882","Cancer: less common in psychiatric patients?",7569
"17883","Structural basis for the specificity of antibody-antigen reactions and structural mechanisms for the diversification of antigen-binding specificities.",7570
"17884","Radiosensitization of hypoxic mammalian cells by diamide. II. Studies of mechanism.",7571
"17885","The physiology of intestinal digestion.",7572
"17886","[Usefulness of new beta 2 stimulant drugs on bronchospasm].",7573
"17889","[Flunitrazepam (RO 5-4200) as an inductor of anesthesia: our experience].",7574
"17887","[Utilization of desensitization technic in preparing the psychiatric patient for hospital discharge].",7575
"17890","[Clinical study on various indications of flunitrazepam (Ro 5-42008 Ro-hypnol)].",7576
"17888","[Acid-base equilibrium. Protective mechanism of blood pH].",7577
"17891","Physiological role of yeasts NAD(P)+ and NADP+-linked aldehyde dehydrogenases.",7578
"17892","Bioenergetics in clinical medicine XV. Inhibition of coenzyme Q10-enzymes by clinically used adrenergic blockers of beta-receptors.",7579
"17893","The action of hydrocortisone on the activity of the cerebral tyrosine transaminase and on the level of cerebral norepinephrine and dopamine. Physio-pathologic deductions.",7579
"17894","Ethanol-induced inhibition of guanylate cyclase in liver, pancreas, stomach and intestine.",7580
"17895","Procainamide pharmacokinetics in beagles: urinary pH dependency and comparison with n-acetylprocainamide.",7580
"17896","Brain gamma-glutamyl transpeptidase levels in mice genetically selected for sensitivity to ethanol.",7580
"17897","[Blood gases and respiration. (6) Neurotransmitter substances of the peripheral chemoreceptors].",7581
"17898","Blood-gas properties and function in the fossorial mole rat under normal and hypoxic-hypercapnic atmospheric conditions.",7582
"17899","Crayfish respiration as a function of water oxygenation.",7582
"17900","Report of the joint meeting of the International Organisation against Trachoma and of La Ligue Contre le Trachome and of the International Agency for the Prevention of Blindness organised Friday, April 9th, 1976, at the University Clinic of Pr. Sautter in Hamburg (West Germany).",7583
"17901","[Hemodynamic studies in ischemic cardiopathy and arterial hypertension].",7584
"17902","[Exchange sodium and angiotensin II in the blood in essential arterial hypertension].",7584
"17903","[Behavior of ceruloplasmin, pseudocholinesterase and gama-glutamyl-transpeptidase in the liver in stasis].",7584
"17905","[Correlations between alpha 1-antitrypsin deficiency and some exogenous risk factors in patients with chronic obstructive bronchopneumopathy].",7584
"17904","[Clinical manifestations due to or associated with Mycoplasma pneumoniae infection in adults].",7584
"17906","[The diagnostic contribution of radioimmunology to the study of serum total and specific IgE in atopic immunological diseases].",7584
"17907","[Correlative aspects of spirographic, oximetric and zonal ventilation-perfusion ratio findings in chronic obstructive bronchopneumopathy. I. Some comparative oximetric and ventilatory data in evaluation of the effectiveness of bronchodilator treatment].",7584
"17908","[Research on the importance of investigating lymph node reactions in cirrhogenic hepatopathy].",7584
"17909","[Study of the functional behavior of the enterochromaffin cell system after lactose loading in patients with intestinal lactase deficiency].",7584
"17911","[Improvement in the perfusion rate of the isolated rat liver under the influence of streptase].",7584
"17912","[Increased incidence of chromosome anomalies in a family with ankylosing spondylitis].",7584
"17910","[Test of viability of the liver for the purpose of transplantation, using the membrane potential of the hepatocyte].",7584
"17915","Evaluation of the cariogenicity of confectionery by intra-oral wire-telemetry.",7585
"17913","[Current medical treatment of infectious endocarditis].",7584
"17916","Pineal vasotocin: release into cat cerebrospinal fluid by melanocyte-stimulating hormone release-inhibiting factor.",7586
"17914","[Polyneuropathy due to ""allergic vasculitis"" possibly related to australia antigen. (author's transl)].",7587
"17917","Haloperidol: effect of long-term treatment on rat striatal dopamine synthesis and turnover.",7586
"17918","Electrically coupled, photosensitive neurons control swimming in a jellyfish.",7586
"17919","Stimulation of in vitro translation of messenger RNA by actinomycin D and cordycepin.",7588
"17920","Dihydrofolate reductase: x-ray structure of the binary complex with methotrexate.",7589
"17921","Calcium-dependent depression of a late outward current in snail neurons.",7589
"17922","Appetitive and replacement naps: EEG and behavior.",7590
"17923","[Dental and peridental pathology].",7591
"17924","[Communication and expression. Various forms of written expression: 4. Case report. 5. Proceedings].",7592
"17925","[Structural-functional links in enzyme molecules and their role in the regulation of their activity].",7593
"17926","[Spontaneous rupture of the kidneys in patients with hemorrhagic fever and renal incompetence].",7593
"17927","The use of counter-immuno-electrophoresis to identify causative organisms in bacterial meningitis: experience in Cape Town.",7594
"17928","Studies on myocardial reperfusion injury. I. Favorable modification by adjusting reperfusate pH.",7595
"17929","Endogenous serotonin in the control of gastric acid secretion.",7595
"17930","[Analysis of gastrointestinal tract secretions and therapeutic conclusions].",7596
"17931","[Conference in Uppsala with the theme ""Nursing of the Future"" - future health care].",7597
"17932","Sensitization against non-HLA antigens following bone marrow graft rejection.",7598
"17933","Effects of phthalate esters on glucose 6-phosphate dehydrogenase and other enzymes in vitro.",7599
"17935","[Respiratory treatment of neonates with idiopathic respiratory distress syndrome. II. Follow-up studies].",7600
"17934","Enhanced solubility of 2,8 dihydroxyadenine (DOA) in human urine.",7601
"17936","[Clinical significance of urokinase and anticoagulant activity of the urine in patients suffering from hemorrhagic fever with renal syndrome].",7602
"17938","Clinical implications of lower urinary tract pharmacology.",7603
"17939","Periarteritis nodosa of epididymis.",7604
"17937","[Preservation of the tunica vaginalis propria testis in undescended testis].",7602
"17940","Uropharmacology: v. choline esters and other parasympathomimetic drugs.",7604
"17941","Amino acid neural transport systems in normal and experimental conditions.",7605
