"journal_issue_id","citedMedium","volume","issue","publication_date","journal_sk"
6114,"Print","24","","1976-01-01",1500
6115,"Print","Suppl","","1977-01-01",1501
6116,"Print","80","12","1976-12-10",552
6117,"Print","33","4","1976-01-01",553
6118,"Print","93","3","1977-03-01",326
6119,"Print","60","6","1976-05-31",1297
6120,"Print","232","2","1977-02-01",330
6121,"Print","232","3","1977-03-01",330
6122,"Print","134","3","1977-03-01",331
6123,"Print","134","4","1977-04-01",331
6124,"Print","128","3","1977-03-01",711
6125,"Print","6","2","1976-02-01",1502
6126,"Print","6","3","1976-03-01",1502
6127,"Print","6","6","1976-06-01",1502
6128,"Print","6","7","1976-07-01",1502
6129,"Print","7","1","1977-01-01",1502
6130,"Print","","23","1976-01-01",1195
6131,"Print","","G-127","1977-01-01",1357
6132,"Print","77","2","1977-02-01",335
6133,"Print","46","3","1977-03-01",338
6134,"Print","17","10","1976-01-01",567
6135,"Print","38","2","1977-02-01",339
6136,"Print","115","2","1977-02-01",340
6137,"Print","86","3","1977-03-01",341
6138,"Print","127","1","1976-07-01",715
6139,"Print","127B","3","1976-10-01",715
6140,"Print","281","","1976-01-01",342
6141,"Print","104","1","1977-01-01",1503
6142,"Print","65","6","1976-01-01",1504
6143,"Print","22","1","1977-01-01",574
6144,"Print","34","11-12","1976-11-01",821
6145,"Print","179","1","1977-02-01",345
6146,"Print","112","1","1977-02-04",349
6147,"Print","18","4","1976-07-01",1003
6148,"Print","34","2","1977-02-01",351
6149,"Print","309","12","1976-12-01",353
6150,"Print","309","7","1976-07-01",353
6151,"Print","35","1","1977-03-01",1505
6152,"Print","34","3","1977-03-01",357
6153,"Print","29","4","1976-10-01",925
6154,"Print","54","5","1976-10-01",1082
6155,"Print","6","3 Suppl","1976-08-01",586
6156,"Print","10","4","1976-12-01",829
6157,"Print","17","1","1977-02-01",1
6158,"Print","74","3","1977-02-07",2
6159,"Print","74","4","1977-02-21",2
6160,"Print","26","3","1977-02-01",3
6161,"Print","26","10","1976-01-01",4
6162,"Print","26","11","1976-01-01",4
6163,"Print","26","12","1976-01-01",4
6164,"Print","82","2","1977-02-01",1506
6165,"Print","52","14","1976-07-30",590
6166,"Print","48","12","1976-12-01",5
6167,"Print","4","1","1977-02-01",1206
6168,"Print","16","5","1977-03-08",10
6169,"Print","16","6","1977-03-22",10
6170,"Print","16","7","1977-04-05",10
6171,"Print","459","3","1977-03-11",11
6172,"Print","475","1","1977-03-02",11
6173,"Print","475","2","1977-03-18",11
6174,"Print","481","1","1977-03-15",11
6175,"Print","491","1","1977-03-28",11
6176,"Print","497","1","1977-03-29",11
6177,"Print","21","5","1976-09-01",12
6178,"Print","22","1","1977-01-01",12
6179,"Print","41","11","1976-11-01",366
6180,"Print","41","12","1976-12-01",366
6181,"Print","41","4","1976-04-01",366
6182,"Print","","11","1976-01-01",594
6183,"Print","31","1-2","1977-01-01",595
6184,"Print","16","3","1977-04-01",367
6185,"Print","2","4","1977-03-02",1208
6186,"Print","16","1","1977-01-01",369
6187,"Print","16","3","1977-03-01",369
6188,"Print","19","1","1977-01-01",371
6189,"Print","19","3","1977-03-01",371
6190,"Print","49","4","1977-04-01",373
6191,"Print","34","3","1977-03-01",374
6192,"Print","63","4","1976-10-01",1507
6193,"Print","13","1","1977-01-01",1450
6194,"Print","59","3","1977-03-01",21
6195,"Print","130","","1977-03-01",377
6196,"Print","1","6060","1977-02-26",25
6197,"Print","1","6061","1977-03-05",25
6198,"Print","1","6062","1977-03-12",25
6199,"Print","122","3","1977-02-25",26
6200,"Print","123","2","1977-03-11",26
6201,"Print","124","1","1977-03-18",26
6202,"Print","22","3","1977-02-11",723
6203,"Print","24","2","1977-03-01",28
6204,"Print","55","2","1977-02-01",378
6205,"Print","54","6","1976-12-01",30
6206,"Print","55","1","1977-02-01",30
6207,"Print","37","4","1977-04-01",32
6208,"Print","60","10","1976-10-01",1366
6209,"Print","16","2","1977-02-01",37
6210,"Print","24","12","1976-12-01",726
6211,"Print","24","3","1976-03-01",726
6212,"Print","24","5","1976-05-01",726
6213,"Print","40","4","1977-04-01",39
6214,"Print","55","5","1977-05-01",727
6215,"Print","23","4","1977-01-01",41
6216,"Print","75","1","1977-02-15",42
6217,"Print","75","2","1977-03-01",42
6218,"Print","5","2","1976-05-01",1508
6219,"Print","5","3","1976-09-01",1508
6220,"Print","21","4","1977-04-01",386
6221,"Print","52","2","1977-02-01",46
6222,"Print","52","3","1977-03-01",46
6223,"Print","79","5","1976-12-15",728
6224,"Print","19","2","1976-01-01",1509
6225,"Print","21","2","1977-02-01",54
6226,"Print","30","2","1977-02-01",55
6227,"Print","5","2","1977-03-01",52
6228,"Print","67","1","1975-01-01",56
6229,"Print","38","4","1977-04-01",390
6230,"Print","102","13","1977-04-01",61
6231,"Print","102","15","1977-04-15",61
6232,"Print","13","3","1977-03-01",394
6233,"Print","15","3","1976-01-01",845
6234,"Print","100","5","1977-05-01",63
6235,"Print","23","4","1976-08-01",1150
6236,"Print","13","1","1977-02-01",605
6237,"Print","73","2","1977-03-01",68
6238,"Print","9","1","1977-01-01",608
6239,"Print","41","4","1977-02-21",609
6240,"Print","42","1","1977-03-07",609
6241,"Print","42","2","1977-03-21",609
6242,"Print","24","2","1977-02-01",398
6243,"Print","55","1","1977-04-01",400
6244,"Print","41","2","1977-04-01",737
6245,"Print","13","1","1977-01-01",1216
6246,"Print","32","12","1976-12-15",401
6247,"Print","74","2","1977-03-01",403
6248,"Print","36","5","1977-04-01",848
6249,"Print","62","11","1976-11-01",75
6250,"Print","23","1","1977-01-01",404
6251,"Print","4","6","1976-01-01",77
6252,"Print","56","2","1977-04-01",80
6253,"Print","10","1","1977-01-01",1510
6254,"Print","26","4","1977-04-01",938
6255,"Print","19","1","1977-02-01",1511
6256,"Print","15","3","1977-01-01",405
6257,"Print","6","6","1976-01-01",1273
6258,"Print","72","5 Pt 1","1977-05-01",408
6259,"Print","22","1-2","1975-01-01",1512
6260,"Print","25","1","1976-01-01",1513
6261,"Print","72","8","1976-11-01",86
6262,"Print","25","3","1976-05-01",1513
6263,"Print","22","2","1977-01-01",87
6264,"Print","95","10","1977-03-10",89
6265,"Print","95","9","1977-03-03",89
6266,"Print","28","4","1977-04-01",92
6267,"Print","51","7","1977-04-01",853
6268,"Print","151","2","1977-02-01",94
6269,"Print","14","1","1977-01-01",96
6270,"Print","64","11","1976-11-01",623
6271,"Print","15","2","1977-02-01",99
6272,"Print","15","1","1977-03-01",416
6273,"Print","19","3","1977-03-15",102
6274,"Print","9","3","1977-01-01",104
6275,"Print","31","1","1977-01-01",1102
6276,"Print","13","","1977-01-01",1374
6277,"Print","14","","1977-01-01",1374
6278,"Print","32","2","1977-02-01",110
6279,"Print","51","2-3","1977-03-04",628
6280,"Print","25","5","1976-09-01",627
6281,"Print","151","4","1977-04-01",94
6282,"Print","3","1","1977-01-01",427
6283,"Print","24","6","1976-06-01",116
6284,"Print","129","3","1977-03-01",117
6285,"Print","81","1","1977-01-01",118
6286,"Print","81","2","1977-02-01",118
6287,"Print","252","6","1977-03-25",119
6288,"Print","252","7","1977-04-10",119
6289,"Print","11","1","1977-01-01",748
6290,"Print","44","4","1977-04-01",428
6291,"Print","5","2","1977-02-01",126
6292,"Print","59","4","1977-04-01",127
6293,"Print","30","2","1977-02-01",630
6294,"Print","17","4","1977-04-01",129
6295,"Print","3","1","1977-02-01",860
6296,"Print","45","1","1977-02-01",131
6297,"Print","45","2","1977-04-01",131
6298,"Print","59","4","1977-04-01",431
6299,"Print","99","8","1977-04-13",135
6300,"Print","17","2","1977-02-01",1514
6301,"Print","47","9","1976-09-01",1474
6302,"Print","3","1","1977-03-01",1515
6303,"Print","118","3","1977-03-01",434
6304,"Print","118","4","1977-04-01",434
6305,"Print","15","1","1977-01-01",631
6306,"Print","135","3","1977-03-01",140
6307,"Print","18","2","1977-03-01",143
6308,"Print","3","2","1976-06-30",1516
6309,"Print","72","2","1977-02-01",145
6310,"Print","199","2","1977-02-01",148
6311,"Print","199","3","1977-03-01",148
6312,"Print","64","3","1977-03-01",1517
6313,"Print","69","3","1977-03-01",150
6314,"Print","40","2","1977-03-01",1230
6315,"Print","107","3","1977-03-01",156
6316,"Print","107","4","1977-04-01",156
6317,"Print","22","6","1976-01-01",440
6318,"Print","29","2","1977-02-01",444
6319,"Print","29","3","1977-03-01",444
6320,"Print","35","3","1977-03-01",1518
6321,"Print","5","1","1977-02-01",956
6322,"Print","66","3","1977-03-01",159
6323,"Print","200","3","1977-03-01",160
6324,"Print","201","1","1977-04-01",160
6325,"Print","265","1","1977-02-01",161
6326,"Print","265","2","1977-02-01",161
6327,"Print","37","5","1977-05-01",1168
6328,"Print","3","4","1976-12-01",449
6329,"Print","20","3","1977-03-01",164
6330,"Print","20","4","1977-04-01",164
6331,"Print","13","4-5","1977-01-31",165
6332,"Print","52","4","1977-04-01",166
6333,"Print","52","5","1977-05-01",166
6334,"Print","31","3","1977-03-08",167
6335,"Print","31","4","1977-03-23",167
6336,"Print","109","4","1977-02-05",169
6337,"Print","110","2","1977-02-25",169
6338,"Print","58","4","1977-04-01",452
6339,"Print","21","3","1977-03-01",171
6340,"Print","117","4","1977-04-01",172
6341,"Print","237","15","1977-04-11",174
6342,"Print","18","1","1977-01-01",1030
6343,"Print","35","1","1977-01-10",175
6344,"Print","22","3","1977-03-01",755
6345,"Print","73","9","1976-09-01",1110
6346,"Print","18","1","1976-01-01",1519
6347,"Print","18","2","1976-03-01",1519
6348,"Print","18","3","1976-05-01",1519
6349,"Print","30","11","1976-11-01",1111
6350,"Print","26","6","1976-12-01",457
6351,"Print","12","4","1976-12-01",1169
6352,"Print","11","3","1977-03-01",183
6353,"Print","","12","1976-12-01",872
6354,"Print","170","1","1977-01-01",460
6355,"Print","22","3","1976-09-01",1520
6356,"Print","36","4","1977-04-01",873
6357,"Print","11","2","1977-03-01",461
6358,"Print","48","3","1976-07-01",1521
6359,"Print","64","4","1977-02-21",188
6360,"Print","65","1","1977-03-07",188
6361,"Print","55","1","1977-02-01",463
6362,"Print","22","1","1977-01-01",466
6363,"Print","20","6","1977-03-15",192
6364,"Print","20","7","1977-04-01",192
6365,"Print","12","3","1977-03-01",193
6366,"Print","105","3","1977-03-01",196
6367,"Print","26","4","1977-04-01",469
6368,"Print","44","","1976-01-01",1423
6369,"Print","1","5","1977-01-29",201
6370,"Print","30","3","1977-03-01",1172
6371,"Print","19","7","1977-04-08",1039
6372,"Print","45","2","1976-03-01",650
6373,"Print","45","4","1976-07-01",650
6374,"Print","29","2","1977-02-28",965
6375,"Print","45","6","1976-11-01",650
6376,"Print","10","4","1976-07-01",652
6377,"Print","42","1","1977-01-01",655
6378,"Print","296","17","1977-04-28",207
6379,"Print","296","19","1977-05-12",207
6380,"Print","21","2","1977-01-01",966
6381,"Print","","","1977-04-01",1173
6382,"Print","266","5599","1977-03-17",208
6383,"Print","38","2","1977-02-01",1522
6384,"Print","121","12","1977-03-19",656
6385,"Print","62","4","1977-04-01",1523
6386,"Print","43","4","1977-04-01",1524
6387,"Print","","2","1976-01-01",1525
6388,"Print","","12","1976-12-01",1329
6389,"Print","118","15","1977-04-10",484
6390,"Print","","1","1977-01-01",773
6391,"Print","10","6","1976-11-01",774
6392,"Print","","5","1976-09-01",971
6393,"Print","6","10","1977-03-12",226
6394,"Print","32","1","1977-01-01",1334
6395,"Print","6","1","1976-03-01",1526
6396,"Print","66","13","1977-03-29",666
6397,"Print","6","1","1977-03-01",1527
6398,"Print","22","5","1976-09-01",779
6399,"Print","21","5","1976-05-01",974
6400,"Print","23","1","1977-01-01",779
6401,"Print","30","","1976-01-01",1047
6402,"Print","74","2","1977-02-01",231
6403,"Print","74","3","1977-03-01",231
6404,"Print","195","1121","1977-02-11",492
6405,"Print","196","1122","1977-02-11",492
6406,"Print","154","3","1977-03-01",493
6407,"Print","11","","1976-01-01",1239
6408,"Print","51","12","1976-01-01",233
6409,"Print","5","6","1976-12-01",494
6410,"Print","6","1","1977-01-01",494
6411,"Print","31","11","1976-11-01",234
6412,"Print","31","12","1976-01-01",234
6413,"Print","15","2","1977-01-01",495
6414,"Print","276","950","1977-02-11",496
6415,"Print","277","951","1977-02-15",496
6416,"Print","57","2","1977-04-01",1049
6417,"Print","29","1","1977-01-01",238
6418,"Print","13","3","1976-07-01",236
6419,"Print","52","1","1977-03-23",1177
6420,"Print","70","1","1977-04-01",246
6421,"Print","123","1","1977-04-01",893
6422,"Print","123","2","1977-05-01",893
6423,"Print","13","3","1977-03-01",782
6424,"Print","16","2","1977-02-01",254
6425,"Print","26","1","1977-01-01",1339
6426,"Print","29","1","1977-02-01",257
6427,"Print","71","12","1976-12-01",1528
6428,"Print","19","4","1976-12-01",1288
6429,"Print","27","15","1977-03-11",506
6430,"Print","12","2","1977-01-01",897
6431,"Print","6","3","1977-01-01",1123
6432,"Print","87","2","1977-02-01",678
6433,"Print","196","4288","1977-04-22",512
6434,"Print","196","4289","1977-04-29",512
6435,"Print","70","4","1977-04-01",265
6436,"Print","","1","1977-01-01",266
6437,"Print","52","31-32","1976-09-01",679
6438,"Print","51","12","1977-03-19",267
6439,"Print","51","5","1977-01-29",267
6440,"Print","51","8","1977-02-19",267
6441,"Print","144","4","1977-04-01",270
6442,"Print","144","5","1977-05-01",270
6443,"Print","81","4","1977-04-01",516
6444,"Print","81","5","1977-05-01",516
6445,"Print","10","1","1977-01-01",273
6446,"Print","97","1","1977-01-10",791
6447,"Print","97","7","1977-03-10",791
6448,"Print","39","2","1977-02-01",279
6449,"Print","8","2","1977-03-01",280
6450,"Print","18","10","1976-10-01",986
6451,"Print","","19","1976-01-01",283
6452,"Print","17","2","1977-03-01",282
6453,"Print","139","12","1977-03-21",285
6454,"Print","139","16","1977-04-18",285
6455,"Print","106","1","1977-01-01",901
6456,"Print","100","8","1977-02-01",289
6457,"Print","","12","1976-12-01",527
6458,"Print","","4","1976-07-01",531
6459,"Print","","1","1977-01-01",688
6460,"Print","3","1","1976-06-01",988
6461,"Print","30","6","1977-03-15",293
6462,"Print","127","3","1977-01-01",689
6463,"Print","10","1","1977-01-01",1345
6464,"Print","9","6","1976-01-01",1345
6465,"Print","181","1","1977-02-01",797
6466,"Print","184","3","1976-01-01",691
6467,"Print","32","1-2","1977-01-01",690
6468,"Print","53","5","1977-02-20",904
6469,"Print","","12","1976-12-01",1064
6470,"Print","","9","1976-09-01",1064
6471,"Print","21","4","1976-01-01",1529
6472,"Print","","1","1977-01-01",537
6473,"Print","237","2-3","1977-01-01",311
6474,"Print","16","5","1976-01-01",312
6475,"Print","32","3-4","1975-01-01",1530
6476,"Print","35","1","1977-01-01",802
6477,"Print","85A","2","1977-03-01",700
6478,"Print","47","1","1977-02-01",544
6479,"Print","40 Suppl 1","1","1977-01-01",320
6480,"Print","46","1","1975-01-01",1497
6481,"Print","25","6","1975-01-01",804
6482,"Print","99","3","1977-03-01",546
6483,"Print","34","1","1977-01-01",548
6484,"Print","201","4","1977-01-01",704
6485,"Print","15","","1976-01-01",1531
6486,"Print","68","1","1977-01-01",1353
6487,"Print","18","1","1977-01-01",914
6488,"Print","21","1","1977-01-01",554
6489,"Print","93","5","1977-05-01",326
6490,"Print","39","4","1977-04-01",555
6491,"Print","5","1","1977-03-01",1532
6492,"Print","131","4","1977-04-01",558
6493,"Print","29","2","1977-03-01",560
6494,"Print","62","4","1977-04-01",1297
6495,"Print","128","1","1977-05-01",328
6496,"Print","270","2","1975-09-01",812
6497,"Print","273","1","1977-01-01",812
6498,"Print","232","4","1977-04-01",330
6499,"Print","134","5","1977-05-01",331
6500,"Print","133","3","1977-03-01",564
6501,"Print","14","1","1977-01-01",712
6502,"Print","32","1","1977-01-01",816
6503,"Print","78","1","1977-03-01",335
6504,"Print","78","2","1977-04-01",335
6505,"Print","56","2","1977-03-01",568
6506,"Print","46","5","1977-05-01",338
6507,"Print","17","11","1976-01-01",567
6508,"Print","38","3","1977-03-01",339
6509,"Print","38","4","1977-04-01",339
6510,"Print","115","4","1977-04-01",340
6511,"Print","7","2","1976-01-01",1533
6512,"Print","127B","4","1976-11-01",715
6513,"Print","128","1-2","1977-01-01",1001
6514,"Print","39","","1977-01-01",822
6515,"Print","21","5","1976-05-01",574
6516,"Print","22","3","1977-03-01",574
6517,"Print","25","5","1977-04-01",1359
6518,"Print","33","2","1977-02-01",922
6519,"Print","179","2","1977-03-01",345
6520,"Print","113","4","1977-04-01",346
6521,"Internet","52","3","1977-03-01",347
6522,"Print","225","1","1977-01-01",579
6523,"Print","225","2","1977-02-01",579
6524,"Print","112","2","1977-03-01",349
6525,"Print","53","1-2","1977-01-01",582
6526,"Print","21","6","1976-12-01",584
6527,"Print","36","8-9","1976-08-01",1402
6528,"Print","29","5-6","1976-12-01",925
6529,"Print","6","6","1976-12-01",586
6530,"Print","2","2","1976-12-01",1534
6531,"Print","161","1","1977-01-01",361
6532,"Print","161","2","1977-02-01",361
6533,"Print","161","3","1977-03-01",361
6534,"Print","162","1","1977-01-15",361
6535,"Print","162","2","1977-02-15",361
6536,"Print","75","1","1977-03-07",2
6537,"Print","75","2","1977-03-21",2
6538,"Print","26","5","1977-03-01",3
6539,"Print","27","1","1977-01-01",4
6540,"Print","27","12","1977-01-01",4
6541,"Print","115","11","1976-11-01",363
6542,"Print","52","17","1976-09-15",590
6543,"Print","52","19","1976-10-15",590
6544,"Print","142","9","1977-05-03",591
6545,"Print","96","3","1977-03-01",7
6546,"Print","35","2","1977-02-01",8
6547,"Print","37","2","1977-03-01",9
6548,"Print","16","8","1977-04-19",10
6549,"Print","16","9","1977-05-03",10
6550,"Print","460","1","1977-04-11",11
6551,"Print","460","2","1977-05-11",11
6552,"Print","466","3","1977-05-02",11
6553,"Print","475","3","1977-04-04",11
6554,"Print","481","2","1977-04-12",11
6555,"Print","486","3","1977-03-25",11
6556,"Print","487","1","1977-04-26",11
6557,"Print","491","2","1977-04-25",11
6558,"Print","497","2","1977-04-27",11
6559,"Print","7","1","1977-01-01",835
6560,"Print","59","1","1977-01-01",365
6561,"Print","59","2","1977-01-01",365
6562,"Print","152","2","1977-04-01",929
6563,"Print","41","10","1976-10-01",366
6564,"Print","41","5","1976-05-01",366
6565,"Print","41","8","1976-08-01",366
6566,"Print","42","1","1977-01-01",366
6567,"Print","42","2","1977-02-01",366
6568,"Print","42","4","1977-04-01",366
6569,"Print","","2","1977-01-01",594
6570,"Print","12","2","1977-04-01",1207
6571,"Print","16","4","1977-05-01",367
6572,"Print","18","1","1977-04-01",1006
6573,"Print","6","2","1977-01-01",13
6574,"Print","3","1","1977-04-21",1208
6575,"Print","19","2","1977-02-01",371
6576,"Print","19","4","1977-04-01",371
6577,"Print","19","5","1977-05-01",371
6578,"Print","12","7","1976-01-01",15
6579,"Print","83","1","1977-01-01",16
6580,"Print","83","2","1977-02-01",16
6581,"Print","83","3","1977-03-01",16
6582,"Print","83","4","1977-04-01",16
6583,"Print","49","5","1977-05-01",373
6584,"Print","14","3","1977-05-01",1535
6585,"Print","17","3","1977-03-01",17
6586,"Print","41","2","1976-04-01",1536
6587,"Print","130","4-6","1975-01-01",1537
6588,"Print","17","3","1977-03-01",1538
6589,"Print","59","4","1977-04-01",21
6590,"Print","31","1","1977-03-01",1539
6591,"Print","1","6064","1977-03-26",25
6592,"Print","1","6066","1977-04-09",25
6593,"Print","1","6067","1977-04-16",25
6594,"Print","126","1","1977-04-22",26
6595,"Print","55","4","1977-04-01",378
6596,"Print","23","3","1977-03-01",31
6597,"Print","116","8","1977-04-23",724
6598,"Print","37","5","1977-05-01",32
6599,"Print","53","2","1977-02-01",33
6600,"Print","11","3","1977-01-01",933
6601,"Print","116","10","1977-03-11",35
6602,"Print","10","1","1977-01-01",839
6603,"Print","178","4","1977-03-24",600
6604,"Print","25","1","1977-01-01",726
6605,"Print","18","3-4","1977-04-01",1089
6606,"Print","284","3","1977-01-01",38
6607,"Print","284","4","1977-01-24",38
6608,"Print","40","5 Suppl 1","1977-05-01",39
6609,"Print","40","6","1977-06-01",39
6610,"Print","23","5","1977-05-01",41
6611,"Print","23","6","1977-06-01",41
6612,"Print","75","3","1977-03-15",42
6613,"Print","76","1","1977-04-01",42
6614,"Print","76","3","1977-05-02",42
6615,"Print","7","1","1977-01-01",385
6616,"Print","7","3","1977-03-01",44
6617,"Print","21","5","1977-05-01",386
6618,"Print","4","1","1977-01-01",1540
6619,"Print","1","6","1976-11-01",1458
6620,"Print","3","","1976-12-01",1541
6621,"Print","80","4","1977-02-28",728
6622,"Print","80","5","1977-03-15",728
6623,"Print","10","2","1977-01-01",1011
6624,"Print","56","2","1977-01-01",49
6625,"Print","3","","1977-01-01",1542
6626,"Print","19","4","1977-04-01",1461
6627,"Print","56","4","1977-04-01",1543
6628,"Print","2","6","1976-11-01",57
6629,"Print","23","7","1977-04-01",935
6630,"Print","232","2","1977-02-11",59
6631,"Print","233","4","1977-04-01",59
6632,"Print","5","2","1977-03-01",391
6633,"Print","2","2","1977-03-01",1463
6634,"Print","15","6","1977-03-18",392
6635,"Print","93","2","1977-01-01",395
6636,"Print","11","1","1977-03-01",936
6637,"Print","100","6","1977-06-01",63
6638,"Print","69","1","1977-02-01",604
6639,"Print","22","2","1977-01-01",66
6640,"Print","74","1","1977-03-15",68
6641,"Print","74","2","1977-04-01",68
6642,"Print","74","3","1977-04-15",68
6643,"Print","15","3","1977-01-01",1094
6644,"Print","9","2","1977-01-01",608
6645,"Print","5","2","1977-03-01",69
6646,"Print","7","2","1977-04-01",70
6647,"Print","11","3","1977-03-11",1215
6648,"Print","42","3","1977-04-07",609
6649,"Print","42","4","1977-04-21",609
6650,"Print","106","1","1977-04-01",71
6651,"Print","27","5","1977-04-21",1544
6652,"Print","55","2","1977-05-01",400
6653,"Print","55","3 PT. 1","1977-06-01",400
6654,"Print","39","6","1976-11-01",613
6655,"Print","40","1","1977-01-01",613
6656,"Print","40","2","1977-03-01",613
6657,"Print","75","1","1977-03-15",403
6658,"Print","76","1","1977-04-01",403
6659,"Print","77","1","1977-05-01",403
6660,"Print","36","6","1977-05-01",848
6661,"Print","26","1","1977-01-01",738
6662,"Print","42","1","1977-01-01",74
6663,"Print","14","4","1976-01-01",76
6664,"Print","14","5","1976-01-01",76
6665,"Print","26","5","1977-05-01",938
6666,"Print","67","4","1976-08-01",740
6667,"Print","72","6","1977-06-01",408
6668,"Print","69","1-6","1976-01-01",1545
6669,"Print","37","4","1977-04-01",616
6670,"Print","","2","1977-02-01",617
6671,"Print","","4","1977-04-01",618
6672,"Print","48","3","1977-03-01",741
6673,"Print","22","","1976-01-01",1546
6674,"Print","18","3","1977-03-01",83
6675,"Print","16 Suppl 1","","1976-01-01",941
6676,"Print","95","12","1977-03-24",89
6677,"Print","95","14","1977-04-14",89
6678,"Print","95","16","1977-04-28",89
6679,"Print","20","2","1976-03-01",1547
6680,"Print","8","2","1977-03-01",1548
6681,"Print","36","3","1977-05-10",1549
6682,"Print","12","12","1976-12-01",621
6683,"Print","13","1","1977-01-01",621
6684,"Print","13","4","1976-12-01",743
6685,"Print","14","2","1977-02-01",96
6686,"Print","15","3","1977-03-01",99
6687,"Print","5","1","1977-01-01",415
6688,"Print","15","2","1977-06-01",416
6689,"Print","11","6","1976-01-01",103
6690,"Print","15","4","1977-04-01",418
6691,"Print","28","1-2","1977-01-01",1156
6692,"Print","16","3","1977-04-01",420
6693,"Print","14","6","1977-05-01",107
6694,"Print","13","3","1977-03-01",109
6695,"Print","22","4",NA,106
6696,"Print","28","3","1977-03-01",745
6697,"Print","44","4","1977-04-01",113
6698,"Print","14","1","1976-10-01",946
6699,"Print","24","10","1976-10-01",116
6700,"Print","24","11","1976-11-01",116
6701,"Print","130","1","1977-04-01",117
6702,"Print","252","8","1977-04-25",119
6703,"Print","252","9","1977-05-10",119
6704,"Print","68","3","1976-03-01",121
6705,"Print","73","1","1977-04-01",121
6706,"Print","73","2","1977-05-01",121
6707,"Print","91","1","1977-04-01",122
6708,"Print","","6","1977-01-01",124
6709,"Print","","7","1977-01-01",124
6710,"Print","130","","1977-01-11",125
6711,"Print","131","","1977-01-21",125
6712,"Print","134","2","1977-04-11",125
6713,"Print","135","1","1977-05-11",125
6714,"Print","5","3","1977-03-01",126
6715,"Print","5","4","1977-04-01",126
6716,"Print","59","5","1977-05-01",127
6717,"Print","17","5-6","1977-05-01",129
6718,"Print","87","2","1977-04-01",1105
6719,"Print","91","2","1977-04-01",128
6720,"Print","99","11","1977-05-25",135
6721,"Print","48","2","1977-02-01",1474
6722,"Print","67","2","1977-02-01",948
6723,"Print","25","3","1977-05-01",134
6724,"Print","","4","1976-06-01",1473
6725,"Print","15","2","1976-06-01",1550
6726,"Print","15","4","1976-12-01",1550
6727,"Print","6","1","1977-01-01",137
6728,"Print","118","5","1977-05-01",434
6729,"Print","68","5","1977-05-01",435
6730,"Print","135","4","1977-04-01",140
6731,"Print","135","5","1977-05-01",140
6732,"Print","48","12","1976-01-01",1224
6733,"Print","49","2","1977-02-01",1224
6734,"Print","89","5","1977-05-01",436
6735,"Print","73","1","1977-04-01",145
6736,"Print","145","4","1977-04-01",147
6737,"Print","145","5","1977-05-01",147
6738,"Print","106","1","1977-03-01",1551
6739,"Print","69","4","1977-04-01",150
6740,"Print","98","2","1977-02-01",151
6741,"Print","35","1","1977-04-01",438
6742,"Print","130","1st Half","1977-03-01",1229
6743,"Print","8","2","1977-03-01",636
6744,"Print","28","3","1977-03-01",153
6745,"Print","46","6","1977-06-01",154
6746,"Print","18","5","1977-05-01",750
6747,"Print","16","4","1977-04-01",439
6748,"Print","107","5","1977-05-01",156
6749,"Print","23","1","1977-01-01",440
6750,"Print","90","5","1977-05-01",441
6751,"Print","63","2","1977-04-01",752
6752,"Print","12","3","1977-05-01",1377
6753,"Print","66","4","1977-04-01",159
6754,"Print","58","6","1976-11-01",443
6755,"Print","201","2","1977-05-01",160
6756,"Print","265","3","1977-03-01",161
6757,"Print","266","1","1977-03-01",161
6758,"Print","266","2","1977-04-01",161
6759,"Print","58","1","1977-01-01",638
6760,"Print","18","3","1977-03-01",448
6761,"Print","20","5","1977-05-01",164
6762,"Print","32","1-2","1977-04-07",167
6763,"Print","111","1","1977-03-25",169
6764,"Print","58","5","1977-05-01",452
6765,"Print","117","5","1977-05-01",172
6766,"Print","237","20","1977-05-16",174
6767,"Print","237","23","1977-06-06",174
6768,"Print","26","9","1976-09-01",641
6769,"Print","26","3","1977-03-01",959
6770,"Print","30","2","1977-02-01",868
6771,"Print","25","2","1977-02-01",455
6772,"Print","47","1","1977-02-01",1031
6773,"Print","26","6","1976-01-01",456
6774,"Print","6","5","1977-05-01",1032
6775,"Print","140","5","1977-05-01",458
6776,"Print","16","4","1976-04-01",182
6777,"Print","17","2","1977-02-01",182
6778,"Print","11","4","1977-04-01",183
6779,"Print","55","2","1977-02-01",644
6780,"Print","73","3","1977-03-01",186
6781,"Print","22","5","1977-05-01",761
6782,"Print","8","1","1977-01-01",875
6783,"Print","65","2","1977-03-21",188
6784,"Print","20","1","1977-01-01",462
6785,"Print","26","5","1977-05-01",1552
6786,"Print","15","4","1977-04-01",878
6787,"Print","61","2","1977-03-01",961
6788,"Print","61","3","1977-05-01",961
6789,"Print","74","19","1977-05-11",191
6790,"Print","20","8","1977-04-15",192
6791,"Print","105","5","1977-05-01",196
6792,"Print","12","4","1977-04-01",193
6793,"Print","28","15","1977-04-15",197
6794,"Print","26","6","1977-06-01",469
6795,"Print","13","1","1977-01-01",648
6796,"Print","21","1","1977-01-01",1553
6797,"Print","21","2","1977-01-01",1553
6798,"Print","46","1","1977-01-01",470
6799,"Print","1","10","1977-03-05",201
6800,"Print","13","2","1977-03-01",472
6801,"Print","3","1","1977-01-01",1038
6802,"Print","125","3","1977-03-01",766
